text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
kkk se foder,1,1,0,0,0,0,0
o povo está problematizando esse video mano puta que pariu kkk vocês são chatos para caralho em,1,0,0,0,0,0,0
ela bebe fuma bebe fuma pia papagaio traz as vagabunda,1,0,0,0,0,1,0
retweeet ontem eu não tirei uma foto descente com a arou que ódio viado kkk,0,0,0,1,0,0,0
retweeet erro do homem ? desprezar a mina responsa e se apaixonar na piranha,0,0,0,0,0,1,0
retweeet you are dick você e pica !,0,1,0,0,0,0,0
maior vagabundo que entrou nesta leva,1,0,0,0,0,0,0
seu cu respeita o nenê ajudou muita o são paulo ano passado,1,1,0,0,0,0,0
agora pega sua carteira de trabalho e vai trabalhar vagabundo !,1,1,0,0,0,0,0
retweeet vence na boa a nintendo saiu daqui por causa de impostos e burocracia,1,1,0,0,0,0,0
vagabundo perde a linha kkk,1,0,0,0,0,0,0
a culpa foi que tu e mestre lixo que joga no na e não desliga o antivírus viado,1,0,0,0,0,0,0
da tarde e eu já mandei todo mudo se foder,0,1,0,0,0,0,0
bucha e ridículo demais jogando,1,0,0,0,0,0,0
o ruim do tinder e que so tem boy padrão e ruim do hornet so vou que quer foder e tchau to desistindo desses aplicativos já,0,1,0,0,0,0,0
amor sou transe vem fode meu cu gostoso to online cadastre,0,1,0,0,0,0,0
conhece eles primeiro pô ! pra poder mandar se foder com mais gosto ligado relo,1,1,0,0,0,0,0
burro do caralho .,1,0,0,0,0,0,0
porra apaixonei to so esperando o momento que eu vou me foder,0,1,0,0,0,0,0
tem que ser muita burro pra esquecer o celular no carro mesmo viu,1,0,0,0,0,0,0
retweeet foda que ela te ganho pelo cu quando eu so tinha o meu coração a oferecer . rosto deprimido,0,1,0,0,0,0,0
que maldito asco .,1,0,0,0,0,0,0
próxima vou puxar seus cabelo sua orelha o caralho a,1,0,0,0,0,0,0
acho engraçado esses macho que a gente não da chance eles já logo acham que somos lésbicas ate porque né não existe a opção da gente não querer sabe bando de pau no cu,1,1,0,0,0,0,0
enquanto aqui o foco e quem fica menos fodido,0,1,0,0,0,0,0
vá se foder depois vai ficar me pedindo camisa rolando no chão de rir rolando no chão de rir rolando no chão de rir,1,1,0,0,0,0,0
eu adoro ler sobre casos bizarros mas fico com o cu na mao porque sou muito medrosa . pra tudo . apsjslsjdlsjsk,0,1,0,0,0,0,0
kkk ruan e retardado cara,1,0,0,0,0,0,0
afastar beltrana ? e mais fácil presidenta falar frases concatenadas ou lula o patife ir pro céu .,1,0,0,0,0,0,0
sai que você e feio caio,1,0,0,0,0,0,0
ridícula,1,0,0,0,0,0,0
e lésbica ? deixa que eu taco a pica que vira mulher rapidinha encosta um dedo em mim sem eu querer pra tu ver se eu não corto teu pinto fora e faço tu engolir rosto sorridente com corações,1,1,0,1,0,1,0
ele e muito burro não aguento,1,0,0,0,0,0,0
eu protejo seu cu,0,1,0,0,0,0,0
bicha kkk,0,0,0,1,0,0,0
retweeet maracanã e meu ovo arrombado . deixa o maracanã quieto,1,1,0,0,0,0,0
enfia no cu acorra kkk,0,1,0,0,0,0,0
ai gente hahahahaha o povo e retardado,1,0,0,0,0,0,0
eu já achava que o junior fala merda pra caralho agora sei que ele so fala merda . um lixo como comentarista de futebol . coloca sua amizade com o fracassado acima de sua profissão que deveria ser dar uma opinião imparcial .,1,0,0,0,0,0,0
odeio essa putinha de like ela me bloqueou consigo ver nada nesse caralho que ódio,1,1,0,0,0,1,0
esquenta era criticado por um bando de elitista fodido que odeia tudo que lembre pobre e uns adolescente que acha que pra ser descolado tem que odiar a cultura popular do próprio pais ou seja nenhuma critica pra se levar a serio,1,0,0,0,0,0,0
eu não sei lidar com a ester me mandou mensagens de madrugada rindo da colega dizendo cara está muito feia acabada,1,0,0,0,0,0,0
retweeet vagabundo quer mais encontrar um motivo pra te por no vacilo e depois conspirar,1,0,0,0,0,0,0
vai se foder garoto puta merda você é muito lindo que inferno para de ser assim rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros,0,1,0,0,0,0,0
mano olha essa pretinha slc,0,0,0,0,1,0,0
enfiar a porra da minha honestidade no cu da próxima vez coroei,0,1,0,0,0,0,0
vi uma menina falando que o vernon era feio e estragava o got kkk coitada se você acha o vernon feio sinto muito mas você não bate bem da cabeça porque esse homem e perfeito,1,0,0,0,0,0,0
retweeet cadê os safados pra foder esse rabinho ?,0,1,0,0,0,0,0
caralho filmar com camera frontal é uma merda toma no cu saiu toda errada a centralização dessa merda foda ter a camera traseira quebrada ai johjaosiuhsauih,0,1,0,0,0,0,0
aviso aos aze ruela que entram errado no retorno e me fecham ! rosto zangado rosto zangado rosto zangado rosto zangado enfio a mao na buzina porque não posso enfiar na cara ! pega a faixa certa seu arrombado do rosto com símbolos na boca ! pra não bater na carniça do carro ainda tenho que frear ! tnc !,1,1,0,0,0,0,0
devia estar no lixo,1,0,0,0,0,0,0
muito bom ! o maconheiro putinha de traficante devem está espumando de raiva !,1,1,0,0,0,1,0
o cara cai acabar com a graça dos rivais em chamar são paulino de bambai,0,0,0,1,0,0,0
vocês são muito burros de acreditar que o michael jackson estaria no brasil em pleno governo bolsonaro vendo aquele desgraçado acabar com o nosso pais de uma vez tenho dois palpites ou ele está no sitio do lula improvável ou ele está na area,1,0,0,0,0,0,0
porra kkk que falsas mds,1,0,0,0,0,0,0
nego consegue me foder sempre acho incrível rosto zangado,0,1,0,0,1,0,0
retweeet cada dia mais gorda e cada dia comendo mais,1,0,0,0,0,0,0
logotipo vicia so pra quem e feio,1,0,0,0,0,0,0
mano o bucal já passou por tanta coisa está todo transtornado da cabeça e o infeliz do steve ainda deixa ele e o pior foi que o bucal em conversa disse que não valia isso tudo pro steve então em end game ele teve certeza enfia o ate o fim no cu rogers,1,1,0,0,0,0,0
um lugar onde todo já foi amante fiel piranha corna e terra de ninguém aqui o sujo fala do mal lavado piranha julgando puta usuário falando mal do traficante e assim vai . um lugar onde a pessoa posta uma coisa mas na realidade e outra kkk,1,0,0,0,0,1,0
ah sujo ele era mas feio não kkkjjk o gerard e amorzinho,1,0,0,0,0,0,0
marrecos do caralho,1,1,0,0,0,0,0
puta que pariu olha o soldado querendo humilhar o cara kkk sim o la de a de o,1,0,0,0,0,0,0
vão tomar no cu,1,1,0,0,0,0,0
eu seguia esse lixo ah,1,0,0,0,0,0,0
vegetarianos bruxos ateus crossfiteiros crentes pseudo discordem good vibrações maconheiros de anos galera que transcende em trance puta que pariu ! eu não sei quem e o mais chato,1,0,0,0,0,0,0
olavo de carvalho diverge com relação a seu . ! que papo desgraçado sobre cu . to fora .,0,1,0,0,0,0,0
vagabundo so da valor quando a mina e filho da puta quando a mina está tranquila eles que montar kkk tem tudo que ser corno mesmo rosto risonho com gota de suor rosto chorando de rir,1,0,0,0,0,0,0
retweeet a putinha da galera,1,0,0,0,0,1,0
vai fazer charme na casa do caralho irmão . to ficando sem paciência já,1,1,0,0,0,0,0
seleção feminina de vôlei arrebentaram botaram pra foder,0,1,0,0,0,0,0
ah vence meno,1,0,0,0,0,0,0
vai se foder que time ruim cadê o freire e o hawk seus aze ruela,1,0,0,0,0,0,0
vontade de foder mas não da porque estamos na casa da minha sogra e dormindo no mesmo quarto que minha cunhada rosto confuso,0,1,0,0,0,0,0
hehe rosto sorridente com chifres sexta da maldade promete fogo so na pressão no cu da casada liberada de camera man o marido liberal rosto sorridente com chifres coração decorativo botão de setas em sentido anti horário balão de dialogo,0,1,0,1,0,1,0
cheio de frescura essa porra fui removido pô kkk homem,1,0,0,0,0,0,0
com o andre te levando nas costas kkk tu incomoda mais do que um caminhão de macaco kkk,1,0,0,0,0,0,0
pau gostoso,0,1,0,0,0,0,0
porra salvador toda foi para esse buraco do matogrosso lima é ? eu não aguento mais esses mil histories,1,0,0,0,0,0,0
e um fandom mais fodido que o outro mas quando se trata da hailey não tem feminismo certo e nem empatia porque isso so se aplica quando e com a própria favorito,1,0,0,0,0,0,0
dia muita produtivo pra mandar alguém ir tnc,1,1,0,0,0,0,0
caralho eu vou matar a jeniffer,1,0,0,0,0,0,0
pelotas o cu dele,0,1,0,0,0,0,0
remediado na maioria um lixo branco sem cultura e sem grandes esperanças na vida que de repente pode se ver como protagonista de alguma coisa . ao se definir como conservador e de direita se sente como alguém que protesta um pequeno heroi supostamente,0,0,0,0,1,0,0
gente chata do caralho,1,1,0,0,0,0,0
tem uns cara no meu insta que compra roupa tênis entre outras coisas e depois fica postando agradecendo a marca pagando de patrocinado . na moral mano para . está feio e não e sua realidade .,1,0,0,0,0,0,0
mete a porrada te criei para isso,1,0,0,0,0,0,0
retweeet piranha não muda sempre vai pisca boceta pra uma glock na cintura,1,1,0,0,0,1,0
retweeet kkk se passou feia,1,0,0,0,0,0,0
eu não sei como mas tem muita mulher que curte chupar rola . fazer o que né ? !,0,1,0,0,0,0,0
verme . alimenta o ódio . endossa a violência . e quem paga o salário dele somos todos nos inclusive aqueles que ele abomina .,1,0,0,0,0,0,0
achei que você fosse burra . mas e so mau caráter,1,0,0,0,0,0,0
tudo que eu precisava agora era dessa coloca desgraçada nesse frio e no trabalho inferno,1,0,0,0,0,0,0
kkk karalho . o mas porra o menino era o vomito do emoji ser verde mongol .,1,0,0,0,0,0,1
um ladrão um desordeiro e um idiota pense em um trio .,1,0,0,0,0,0,0
esse cara e um lixo,1,0,0,0,0,0,0
a única opinião insignificante e a tua que não passa de uma retardada que acha que vai influenciar alguma coisa nas leis governamentais e constituição a democracia não quer saber de terroristas em solo brasileiro se você gosta de terroristas coloca o meliante na sua casa para,1,0,0,0,0,0,0
falar de mulher tu aparece né kkk vai que to te vendo desgraçada,1,0,0,0,0,0,0
espero que esse anão entre em alto combustão,1,0,0,0,0,0,0
contra violência mas puta que pariu esse cara mereceu pra karalho . abriu a porta na forca do ódio rosto furioso,1,0,0,0,0,0,0
retweeet quem quer uma foto da minha boceta curte rosto sorridente com olhos sorridentes,0,1,0,0,0,0,0
como e que joga qualquer coisa online com de pinga ? vai tomar no cu,0,1,0,0,0,0,0
vai se foder hiper desgraçada de linda do caralho,0,1,0,0,0,0,0
respeita o pepe filho da puta primeiro jogo contra vocês ele faz gol e duas assistência,1,0,0,0,0,0,0
e eu que trouxe minha botina de pedreiro pra lavar e tomei no meu cu porque se eu lavar não seca ate segunda . oponha,0,1,0,0,0,0,0
gente mas caralho ate agora ainda tem gente brigando por prega caralho que falta do que fazer,1,0,0,0,0,0,0
vai tomar no cu . vocês são muito chatos !,1,1,0,0,0,0,0
da pra ser mais burro que esse governo do com e cia ? num da .,1,0,0,0,0,0,0
mano vai se foder que coisa ridícula,1,1,0,0,0,0,0
puta que pariu a jane e muito chata alguém mata essa personagem,1,0,0,0,0,0,0
meu cu caiu da bunda com isso ai,0,1,0,0,0,0,0
sp não merece esse imbecil que não administra nem a cozinha da casa dele . doria o idiota arrogante e prepotente .,1,0,0,0,0,0,0
so sirvo para quando não tem nada toma no cu,0,1,0,0,0,0,0
retweeet mano és so estúpido se nem a merda de um ovo sabes partir wtf,1,0,0,0,0,0,0
ela quer que puxe o cabelo pede tapa na bunda totalmente selvagem eu adoro essa puta notas musicais,0,1,0,0,0,1,0
ficamos felizes que elas terminaram juntas porra a laura confirmando o meu endógama . sub entendido e o caralho . foi endógama sim !,1,0,0,0,0,0,0
vai lavar esse teu pau sujo boy lixo,1,1,0,0,0,0,0
eu e ninguém caralho está tirando,1,0,0,0,0,0,0
time carioca so presta quando o juiz joga junto falam que são grandes mas tem de tradição em qualquer campeonato so querem forcar rivalidade,1,0,0,0,0,0,0
deixa disso bicha kkk,0,0,0,1,0,0,0
vem e porra,0,1,0,0,0,0,0
tomei no cu e foi bonito,0,1,0,0,0,0,0
o tal do bêbado e fodido,1,1,0,0,0,0,0
quando a vontade bater vou chamar pra foder,0,1,0,0,0,0,0
amor de pica bate e fica,0,1,0,0,0,0,0
bateu pouco sim devia ter socado mais pra ele aprender a parar de ser ridículo,1,0,0,0,0,0,0
e quando estiver calor pra caralho ? ai ele vai dizer que está nevando no hemisferio norte e continuar insistindo na imbecilidade ?,1,0,0,0,0,0,0
eu abel vai se foder o meu flamengo não precisa de você !,1,0,0,0,0,0,0
cala a boca magda ! você ficou ao lado do mussolini tropical e contra a ciência ! você e um idiota . um astronauta que caiu no buraco negro do pensamento paternalista .,1,0,0,0,0,0,0
puta que pariu so vai da vagabundo solto,1,0,0,0,0,0,0
ate parece que eles nasceram grudados puta que pariu,1,0,0,0,0,0,0
retweeet mano bolsonaro puta maluco toxico veio aqui em casa solto amor gritão fedido slc amor cheiro de morte,1,0,0,0,0,0,0
vou matar aquela piranha macumbeira .,1,0,0,0,1,1,0
doria e um vagabundo aproveitador jogou na onda de bolsonaro e agora me vem com esta de que nunca foi alinhado com o para,1,0,0,0,0,0,0
e a filha da puta nem trouxe meu gorro,1,0,0,0,0,0,0
kkk vai toma no cu,1,1,0,0,0,0,0
com nem vai morar aqui filho da puta,1,0,0,0,0,0,0
não sei o que e mais retardado quem assiste e acredita ou quem faz,1,0,0,0,0,0,0
retweeet pra quem não entende . menina que pega quem quiser piranha,1,0,0,0,0,1,0
está com friozinho ? se eu sento em você hoje ia piscar meu buraquinho estão forte no seu pau que eu ia querer ver você falar de frio !,0,1,0,0,0,0,0
está mas que porra e essa de kimberlly rosto com símbolos na boca,1,0,0,0,0,0,0
mano e esses casais que ficam grudado em show ? puta que pariu o red dog tava lotado e quente para porra parecia que eu tava era no,1,0,0,0,0,0,0
eu quero ver se vamos precisar ir para a serie com para demitir esse treinador medíocre . se não quer ouvir a torcida pelo menos ouça o grupo que te colocou na presidência novamente . todos anseiam que este projeto de treinador vá pra casa do caralho .,1,0,0,0,0,0,0
editorial de quem ? da gargalhadas infinitas acho melhor ler o processo trabalhista contra você por falta de pagamento dos seus ex empregados comunista de araque .,1,0,0,0,0,0,0
lobão e muito filho da puta mano kkk,1,0,0,0,0,0,0
as vezes tem assuntos que eu ate penso em escrever sobre mas a minha cabeça fica pensando em como falar sobre isso sem meter um vai tomar no cu gente burra do caralho vê se acorda pra vida porra,1,0,0,0,0,0,0
sangrou na hora né filho da puta kkk,1,0,0,0,0,0,0
te amo tanto porra caralho boceta pinto,0,1,0,0,0,0,0
sim guris otários para caralho acham bonito ser feio,1,0,0,0,0,0,0
então vai toma no cu,1,1,0,0,0,0,0
vamos reformular . louis está chorando eu pisco o olho e repente ele está com o pau no harry ! não sei descrever meu amor por essa anu kkk,0,1,0,0,0,0,0
vai deixar oval filha da puta,1,0,0,0,0,0,0
esta comprovado todo homem babaca nojento e homofóbico não da não tenho estomago,1,0,0,0,0,0,0
garota piranha do caralho rosto furioso,1,1,0,0,0,1,0
retweeet tu e carioca ? sim então fala vai muita gente ah vai amor geral,0,0,0,0,0,0,1
retweeet rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir eu sou a gorda putinha e corna .,0,0,0,0,0,1,0
eu sou verme e fascista ? ok mais um print,1,0,0,0,0,0,0
brincadeira amor eu fiquei foi puta depois porque destruíram nosso casal obraria cruz latina por um bem feio ai teu e da andressa que começaram a usar no grupo,1,0,0,0,0,0,0
meu pai gosta de me foder não e possível,0,1,0,0,0,0,0
a única foto que tirei em curitiba foi com a galera do beto que aquele engo desgraçado postou no face,1,0,0,0,0,0,0
assisti ao jogo brasil ex vitoria . não foi possível identificar qual foi o time mais feio . puta que pariu .,1,0,0,0,0,0,0
porra maninho,1,0,0,0,0,0,0
bom dia filho da puta amem caralho,1,0,0,0,0,0,0
ranhosas de anos a refilar comigo sem razão aparente e estúpida vão ser giras vocês . acalmem se la sff,1,0,0,0,0,0,0
um mau caráter reconhece o outro .,1,0,0,0,0,0,0
ele so pediu para ela aproveitar a juventude dela sem politica caralho,1,0,0,0,0,0,0
bicha silhueta falando lagrimas de sangue,0,0,0,1,0,0,0
retweeet pra hoje era so fá e transar pra caralho,0,1,0,0,0,0,0
solteiro não trai o boceta,0,1,0,0,0,0,0
poxa não é nem um pouco difícil ter um grupo apenas com mulheres perfeitas pois abrimos pautas botando o pau na mesa e conseguimos conversar muito maduras sobre todo,0,1,0,0,0,0,0
estão linda você e seu cu e delicioso ah se eu tivesse chance de meter gostoso nele,0,1,0,0,0,0,0
na hora de toma da nossa bebida e fica chupando meu pau é nosso amigo ned,0,1,0,0,0,0,0
velho burro do caralho,1,0,0,0,0,0,0
velho esse gerente está muito filha da puta cara,1,0,0,0,0,0,0
mai fecha esse teu cu,1,1,0,0,0,0,0
você que levou na maldade sua ridícula kkk,1,0,0,0,0,0,0
ainda teve a cara de pau em dizem em rede nacional que o abel não pediu atacantes . mano e so dando rosto chorando de rir rosto chorando de rir rosto chorando de rir,1,0,0,0,0,0,0
retweeet raparigas do signo touro são muito giras mas rapazes ? porra que dor,1,0,0,0,0,0,0
eu felipe chega no menino mas manda o papo discretamente está felipe relaxa amiga felipe pro menino ei filha da puta tem uma amiga minha querendo te dar come ela,0,1,0,0,0,0,0
eu acho esse menino estão retardado puta que pariu,1,0,0,0,0,0,0
retweeet filha da puta .,1,0,0,0,0,0,0
esse palhaço fala em constituição federal o próprio senado esta limpando a bunda com a constituição .,1,1,0,0,0,0,0
ah se foder não vou cuidar sempre da relação,0,1,0,0,0,0,0
e cada coisa que a gente ler macho so fala merda puta que pariu,1,0,0,0,0,0,0
oz odeio isso povo retardado,1,0,0,0,0,0,0
desculpa o caralho vai se fode,1,1,0,0,0,0,0
na porra do dólar de novo . aquela merda de texto base da previdência não iria fazer baixar ? bando de gado,1,0,0,0,0,0,0
cara do céu vai tomar no meio do cu,1,1,0,0,0,0,0
no ! um baita boy lixo,1,0,0,0,0,0,0
a vaca miou,1,0,0,0,0,1,0
retweeet bateu pouco nesse filho da puta,1,0,0,0,0,0,0
que história e essa de lista e cu que está rolando na sua cidade ? ai gabi so quem mora em vacaria sabe rosto chorando de rir rosto chorando de rir rosto chorando de rir,0,1,0,0,0,0,0
sempre quando eu consigo dormir vem alguém me ligar kkk vão se foder,1,1,0,0,0,0,0
ai minha filha e qual que e sua fonte então que a maioria não passa ? inferno do caralho vai defender exploração sexual longe sai da bazuca,1,0,0,0,0,0,0
tem gente que se acha a odiada né kkk amiga para que está feio,1,0,0,0,0,0,0
mas você vai está morto seu retardado,1,0,0,0,0,0,0
que vagabunda rapaz,1,0,0,0,0,1,0
tenho uma pessoa no meu whatsappp que todo dia ela coloca no status a rotina dela . hoje está assim acordei dor de cabeça preciso ir no medico estou andando ate o postinho porra vai logo antes que tu tenha um avc e para de querer ser vegetaria,1,0,0,0,0,0,0
porra vai tomar no cu brasil caralho,0,1,0,0,0,0,0
saudades viado . vamos marcar de beber e fá qualquer dia as,0,0,0,1,0,0,0
putinha da dupla penetração kkk,0,1,0,0,0,1,0
se ate um bicho como o e assediado não me venham dizer que a culpa e nossa por estarmos bêbedas ou sozinhas ou o caralho que os foda,1,0,0,0,0,0,0
burro em qualquer angulo que se olhe .,1,0,0,0,0,0,0
eu acredito que isso seja campanha so que tem um porem . se for isso ele esta dando murros em ponta de faca porque a esquerda não vota nele e ele esta perdendo os eleitores de direita . e frota não sabia que tu era estão burro . kkk,1,0,0,0,0,0,0
eu nem digo nada porque se não e coisa de branco mas e ridículo,1,0,0,0,1,0,0
kkk vai se foder este e o tweet,1,1,0,0,0,0,0
acordei desesperada com a vitoria me ligando e com um monte de mensagens dela fiquei assustada pensei que tinha acontecido algo . mas não a filho da puta so queria que eu pedisse comida pra ela ódio,1,0,0,0,0,0,0
então so negro pode lutar pela igualdade racial agora ? burro do karalho,1,0,0,0,0,0,0
boa bolsonaro ! mostra pra essa cambada quem e que manda ! podem ficar de drama nunca meu voto foi estão recompensado ! quem não gostou so chorar pessoa dando de ombros rosto com olho piscando,1,0,0,0,0,0,0
não tenho oque reclamar das sogras que já tive . coração vermelho mas ha que eu tenho hoje puta que pariu so matando ! polegar para baixo,1,0,0,0,0,0,0
essa tal de poça e a razão do libido de qualquer um mané ate uma mulher hetero fica atiçada com essa mina deusa do caralho,0,1,0,0,0,0,0
retweeet o carioca tomou no cu mesmíssimo mesmíssimo,0,1,0,0,0,0,0
eu era mais intelectual que as outras crianças e não via youtuber de mine babaca,1,0,0,0,0,0,0
retweeet cara de quem vai foder com tudo puta que pariu,0,1,0,0,0,0,0
retweeet gente pelo amor de deus quando a maria da paz vai quebrar a rosane no pau ?,1,0,0,0,0,0,0
ah mario seu filho da puta,1,0,0,0,0,0,0
eu so quero que um dos meus pais deixe de ser burro e entenda que meu outro pai quer ele,1,0,0,0,0,0,0
fffooorrraaa reinaldo ! seu filho da puta ! a tua hora vai chegar !,1,0,0,0,0,0,0
retweeet emmascoott so não funciona porque o ciclope e um lixo com as mulheres,1,0,0,0,0,0,0
friozinho bom para transar ate o pau cair enfim,0,1,0,0,0,0,0
retweeet quer ser filha da puta logo comigo que sou ex pior kkk fica no sapatinho,1,0,0,0,0,0,0
a audácia do filho da puta,1,0,0,0,0,0,0
retweeet vou me por no caralho um dia destes,0,1,0,0,0,0,0
paga de bandido nas redes sociais mas caga pra pegar um fuzil na hora de ver quem e quem . vence filha da puta rosto furioso rosto furioso rosto furioso,1,0,0,0,0,0,0
você um conhecido caloteiro de cocaína famoso por levar pica e ser filmada por dinheiro criticando uma pessoa mesmo sendo a paschoal que é uma escrota por conta de maconha ? ah frota vai comandou,1,1,0,0,0,0,0
brasileiro e um bicho desgraçado kkk,1,0,0,0,0,0,0
feio e você kkk,1,0,0,0,0,0,0
o filho da puta fingindo que desmaiou pra não apanhar mais,1,0,0,0,0,0,0
putinha aguenta rosto piscando e com língua para fora,0,1,0,0,0,1,0
não tenho limites quando o assunto e chupar uma boa pica . enquanto tiver boys gostosos eu gasto mesmo não vivo sem chupar uma pica gostosa de jeito nem um . he he .,0,1,0,0,0,0,0
maldito governo que me faz concordar com um lixo desse que e o frota ! um dos maiores apoiadores do bolso se arrependeu !,1,0,0,0,0,0,0
dei uma entrada no banheira sem pretensões rosto sorridente com aureola achei esse peludo do cacete incuta que tirou leite do meu pau berinjela pingos de suor,1,1,0,0,0,0,0
inferno não me deixou dormir ? agora corre na porra vai rodar ate cansar filho da puta rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir eu mesma na tpm,1,0,0,0,0,0,0
ai vocês precisam esquecer o parte e drama esquecer e o caralho ! precisamos e lembrar todos os dias da roubalheira dessa corja para que nunca mais voltem ao poder ! tudo o que a vagabundagem mais quer e ser esquecida para tentar voltar . bilhões bilhões bilhões,1,0,0,0,0,0,0
retweeet tem que ser muito burro para fumar kkk,1,0,0,0,0,0,0
agora o cara vai postar coisa do trampo dele que inclusive e brabo pra caralho e vamos ter que aguentar o povo falando que e para provocar ex vocês vivem para cuidar da vida dos outros e ainda cuidam errado . que anorexia rosto cabisbaixo com gota de suor,1,0,0,0,0,0,0
muda loss caralho puta que pariu cara insuportável,1,0,0,0,0,0,0
passam vergonha atoa seus filhos da puta kkk,1,0,0,0,0,0,0
não ha hora para comer o cu de tyler joseph,0,1,0,0,0,0,0
a quando esse almoço sair ele está fodido vou amassar !,1,1,0,0,0,0,0
queria tirar ferias de mim mesma passar um tempo no campo de alfazemas colher umas uva no pomar pra fazer vinho com os pés cavar uns buraco na terra com as mãos e ai quem sabe voltar pra me mandar tomar no cu .,0,1,0,0,0,0,0
senhor solemos me da raiva mas ele e poucas ideia fogo nesse maldito lucas sangrenta,1,0,0,0,0,0,0
que galera chata do caralho reclamou desde o começo por causa das camisetas mas não foi atrás de fazer nada melhor . jazz,1,0,0,0,0,0,0
retweeet nunca mais faço resenha pra nego comer meu almoço bando de filho da puta,1,0,0,0,1,0,0
retweeet hoje vai ser fodido,0,1,0,0,0,0,0
retweeet homem que faz fofoca nem e homem e viado merece entra no rock sem papo vários otário nessa porra rosto soltando vapor pelo nariz rosto soltando vapor pelo nariz rosto soltando vapor pelo nariz rosto soltando vapor pelo nariz rosto soltando vapor pelo nariz,1,0,0,1,0,0,0
vai tomar no cu não sei fazer nada so quero morrer logo,0,1,0,0,0,0,0
porra queria demais no sul única coisa que presta e o churrasco mesmo .,0,0,0,0,0,0,1
flavinha e mao de vaca,1,0,0,0,0,0,0
se ninguém for comigo nessa feirinha vou ficar muita puta porque todo dia nego me cobra pra ir la,0,0,0,0,1,0,0
tem coisa que e hormônio está vá se foder,1,0,0,0,0,0,0
puta que pariu,1,0,0,0,0,0,0
bahia e fodido de bom puta que pariu,0,1,0,0,0,0,0
rala rala piranha,1,0,0,0,0,1,0
retweeet meu deus eu tava provocando com um botijão e explodiu na minha boceta estou postando direto do mictório rosto chorando aos berros rosto chorando aos berros,0,1,0,0,0,0,0
tem que botar esse babaca no lugar dele mesmo .,1,0,0,0,0,0,0
ela está chapada quer problema não quer foder comigo quer foder com meus esquemas,0,1,0,0,0,0,0
olha o detalhe essa moca de vestido vermelho e a luiza dona no magazine luiza ela e bologna e o governo e observe que ela sai pra não fazer parte dessa corja nojenta .,1,0,0,0,0,0,0
foi fora seus filho da puta,1,0,0,0,0,0,0
se ele falou está falado sulista consegue estragar tudo,1,0,0,0,0,0,1
a feia la kkkllklllkkk,1,0,0,0,0,0,0
rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir rosto chorando de rir resistente vagabundo que odeiam trabalhar,1,0,0,0,0,0,0
nega e falsa hein puta que pariu,1,0,0,0,1,0,0
so pra deixar claro tu que curtiu isso o que está no meu icon agora e o amor da minha vida menga yao nenê maior vilão de medas eu tava com o icon da puta do jung chão antes taipei snsnsnsnssndn,1,0,0,0,0,0,0
ontem parecia que eu estava com bala de tanta euforia no cu dançando quadrilha com as pessoas que eu gosto,0,1,0,0,0,0,0
amas aqui o arroz e seco filho da puta,1,0,0,0,0,0,0
o raça desgraçada essa de gente que marca de fazer um serviço e não desmarca nem aparece,1,0,0,0,1,0,0
da próxima vez que o palhaço aparecer ele vai tomar porrada,1,0,0,0,0,0,0
crente que e crente não ver ousadia na globo . então eu chamo . globo de lixo e pronto lixo lixo o,1,0,0,0,0,0,0
ainda no de passo relembrem a maneira ridícula com que abordaram ele sem medo de parecer idiota so vai . isso faz ele rir e ficar bolinha também,0,0,0,1,0,0,0
se você é homem e senta do lado da mulher saiba que você é um filho da puta caralho,1,0,0,0,0,0,0
piranha,1,0,0,0,0,1,0
caralho miguel que tomou esse tapa mané,1,0,0,0,0,0,0
ela tem um gênio forte demais . e meio demente . todos nos somos meio dementes . essa e a fonte do nosso charme e e exatamente este lado que interessa . se você não captar o ponto de demência .,1,0,0,0,0,0,0
odeio depender dos outros vai toma no cu,0,1,0,0,0,0,0
satisfação da porra quando o jango mete o cassete nos brancos .,0,0,0,0,1,0,0
ah meu pau,0,1,0,0,0,0,0
retweeet que dês filho da puta,1,0,0,0,0,0,0
vai ser burro assim la na casa do chapéu,1,0,0,0,0,0,0
to mesmo nada feio desse,1,0,0,0,0,0,0
não e so porque você e da igreja e fica falando de deus na internet que você não e babaca não ok isso não significa não a de a !,1,0,0,0,0,0,0
. veio ridículo o o o o de de,1,0,0,0,0,0,0
engraçado ver blink balando que army e toxica mas postar essas merdas e se fazer de santa depois tira nosso pau da boca o sururu vai lavar uma louca,1,1,0,0,0,1,0
eu jamais irei permitir que um amigo meu seja abusivo puta que pariu não mais né porque aquela filha da puta foi abusiva aos extremos,1,0,0,0,0,0,0
youtube enfia esses dois anúncios seguidos no cu pfv,1,1,0,0,0,0,0
to numa fase da minha vida que não to mais fazendo questão de nada . se quiser fica aqui tudo bem . se não amem . vai tomar no cu também .,1,1,0,0,0,0,0
